full_name,topics
spotify/luigi,scheduling
spotify/luigi,hadoop
LLNL/maestrowf,simulation-study
LLNL/maestrowf,workflow-processes
LLNL/maestrowf,hpc
LLNL/maestrowf,science-research
LLNL/maestrowf,workflows
LLNL/maestrowf,radiuss
LLNL/maestrowf,python
LLNL/maestrowf,workflow
apache/mahout,java
apache/mahout,mahout
apache/mahout,library
mara/mara-pipelines,etl
mara/mara-pipelines,data-integration
mara/mara-pipelines,python
mara/mara-pipelines,postgresql
mara/mara-pipelines,pipeline
mara/mara-pipelines,data
MarquezProject/marquez,data-lineage
MarquezProject/marquez,data-discovery
MarquezProject/marquez,data-governance
MarquezProject/marquez,data-provenance
MarquezProject/marquez,metadata-service
MarquezProject/marquez,data-dictionary
MarquezProject/marquez,marquez
MarquezProject/marquez,metadata
MarquezProject/marquez,data-ecosystem-metadata
MarquezProject/marquez,data-ops
centerofci/mathesar,python
centerofci/mathesar,django
centerofci/mathesar,sqlalchemy
centerofci/mathesar,javascript
centerofci/mathesar,typescript
centerofci/mathesar,svelte
centerofci/mathesar,sveltejs
centerofci/mathesar,django-rest-framework
centerofci/mathesar,postgresql
centerofci/mathesar,postgres
centerofci/mathesar,database-management
centerofci/mathesar,database-gui
centerofci/mathesar,airtable-alternative
centerofci/mathesar,rest-api
centerofci/mathesar,restful-api
centerofci/mathesar,automatic-api
MD-Studio/MDStudio,python
MD-Studio/MDStudio,crossbar
MD-Studio/MDStudio,microservice-framework
MD-Studio/MDStudio,science
MD-Studio/MDStudio,scientific-computing
MD-Studio/MDStudio,molecular-dynamics
LLNL/merlin,machine-learning
LLNL/merlin,big-data
LLNL/merlin,simulation
LLNL/merlin,workflow
LLNL/merlin,redis-server
LLNL/merlin,celery-workers
LLNL/merlin,workflows
LLNL/merlin,hpc
LLNL/merlin,radiuss
alicevision/Meshroom,photogrammetry
alicevision/Meshroom,computer-vision
alicevision/Meshroom,3d-reconstruction
alicevision/Meshroom,alicevision
alicevision/Meshroom,structure-from-motion
alicevision/Meshroom,multi-view-stereo
alicevision/Meshroom,camera-tracking
alicevision/Meshroom,hdr-imaging
alicevision/Meshroom,image-stitching
alicevision/Meshroom,texturing
alicevision/Meshroom,meshroom
Netflix/metaflow,machine-learning
Netflix/metaflow,data-science
Netflix/metaflow,productivity
Netflix/metaflow,model-management
Netflix/metaflow,ai
Netflix/metaflow,ml
Netflix/metaflow,ml-platform
Netflix/metaflow,ml-infrastructure
Netflix/metaflow,python
Netflix/metaflow,r
Netflix/metaflow,rstats
Netflix/metaflow,reproducible-research
Netflix/metaflow,r-package
Netflix/metaflow,mlops
Netflix/metaflow,datascience
Netflix/metaflow,high-performance-computing
Netflix/metaflow,kubernetes
Netflix/metaflow,aws
Netflix/metaflow,azure
Netflix/metaflow,gcp
openstack/mistral,service
combust/mleap,scikit-learn
combust/mleap,spark
combust/mleap,data-pipelines
combust/mleap,transformers
combust/mleap,tensorflow
combust/mleap,scala
combust/mleap,python
mlflow/mlflow,machine-learning
mlflow/mlflow,ai
mlflow/mlflow,ml
mlflow/mlflow,mlflow
mlflow/mlflow,apache-spark
mlflow/mlflow,model-management
mlr-org/mlr3pipelines,mlr3
mlr-org/mlr3pipelines,machine-learning
mlr-org/mlr3pipelines,pipelines
mlr-org/mlr3pipelines,preprocessing
mlr-org/mlr3pipelines,bagging
mlr-org/mlr3pipelines,stacking
mlr-org/mlr3pipelines,ensemble-learning
mlr-org/mlr3pipelines,r
mlr-org/mlr3pipelines,dataflow-programming
mlr-org/mlr3pipelines,r-package
mlr-org/mlr3pipelines,data-science
bioinfo-core-BGU/neatseq-flow,neatseq-flow
bioinfo-core-BGU/neatseq-flow,python
bioinfo-core-BGU/neatseq-flow,workflows
bioinfo-core-BGU/neatseq-flow,bioinformatics-pipeline
projectnessie/nessie,data
projectnessie/nessie,spark
projectnessie/nessie,java
projectnessie/nessie,iceberg
projectnessie/nessie,aws-lambda
projectnessie/nessie,git
Netflix/conductor,orchestration-engine
Netflix/conductor,java
Netflix/conductor,spring-boot
Netflix/conductor,distributed-systems
Netflix/conductor,workflow-management
Netflix/conductor,microservice-orchestration
Netflix/conductor,workflow-engine
Netflix/conductor,reactjs
Netflix/conductor,javascript
Netflix/conductor,workflow-automation
Netflix/conductor,grpc
Netflix/conductor,workflows
Netflix/conductor,orchestrator
nextflow-io/nextflow,bioinformatics
nextflow-io/nextflow,workflow-engine
nextflow-io/nextflow,pipeline
nextflow-io/nextflow,pipeline-framework
nextflow-io/nextflow,nextflow
nextflow-io/nextflow,cloud
nextflow-io/nextflow,groovy
nextflow-io/nextflow,sge
nextflow-io/nextflow,slurm
nextflow-io/nextflow,aws
nextflow-io/nextflow,docker
nextflow-io/nextflow,singularity
nextflow-io/nextflow,hpc
nextflow-io/nextflow,singularity-containers
nextflow-io/nextflow,reproducible-science
nextflow-io/nextflow,reproducible-research
nextflow-io/nextflow,dataflow
nextflow-io/nextflow,hello
ngless-toolkit/ngless,haskell
ngless-toolkit/ngless,bioinformatics
ngless-toolkit/ngless,bioinformatics-pipeline
ngless-toolkit/ngless,samtools
ngless-toolkit/ngless,bwa
ngless-toolkit/ngless,next-generation-sequencing
ngless-toolkit/ngless,fastq-format
ngless-toolkit/ngless,fastq
ngless-toolkit/ngless,science
ngless-toolkit/ngless,ngs
ngless-toolkit/ngless,metagenomics
ngless-toolkit/ngless,genomics
ngless-toolkit/ngless,haskell-language
apache/nifi,nifi
apache/nifi,java
apache/nifi,hacktoberfest
nipy/nipype,python
nipy/nipype,workflow-engine
nipy/nipype,brain-imaging
nipy/nipype,big-data
nipy/nipype,dataflow
nipy/nipype,data-science
nipy/nipype,dataflow-programming
nipy/nipype,neuroimaging
nipy/nipype,brainweb
node-red/node-red,node-red
node-red/node-red,javascript
node-red/node-red,low-code
node-red/node-red,openjs-foundation
noflo/noflo,noflo
noflo/noflo,fbp
noflo/noflo,etl-framework
noflo/noflo,flow-based-programming
noflo/noflo,nocode
omegaml/omegaml,data-science
omegaml/omegaml,scikit-learn
omegaml/omegaml,jupyter-notebook
omegaml/omegaml,docker-image
omegaml/omegaml,deploy
omegaml/omegaml,machine-learning
omegaml/omegaml,artificial-intelligence
omegaml/omegaml,productized
omegaml/omegaml,celery
omegaml/omegaml,mlops
omegaml/omegaml,pytorch
omegaml/omegaml,tensorflow
apache/oodt,java
apache/oodt,big-data
apache/oodt,oodt
apache/oozie,javascript
apache/oozie,java
apache/oozie,big-data
apache/oozie,oozie
openmole/openmole,scala
openmole/openmole,workflow
openmole/openmole,modeling-tool
openmole/openmole,distributed-computing
openmole/openmole,parameter-search
openmole/openmole,scientific-computing
openmole/openmole,workflow-engine
openmole/openmole,grid
openmole/openmole,parameter-tuning
openmole/openmole,parameter-estimation
openmole/openmole,egi
openmole/openmole,dirac
openmole/openmole,hyperparameters
biolab/orange3,data-mining
biolab/orange3,data-science
biolab/orange3,machine-learning
biolab/orange3,data-visualization
biolab/orange3,orange
biolab/orange3,python
biolab/orange3,scikit-learn
biolab/orange3,numpy
biolab/orange3,scipy
biolab/orange3,pandas
biolab/orange3,decision-trees
biolab/orange3,clustering
biolab/orange3,visualization
biolab/orange3,orange3
biolab/orange3,random-forest
biolab/orange3,plotting
biolab/orange3,classification
biolab/orange3,regression
biolab/orange3,visual-programming
orchest/orchest,data-science
orchest/orchest,machine-learning
orchest/orchest,pipelines
orchest/orchest,ide
orchest/orchest,jupyter
orchest/orchest,cloud
orchest/orchest,self-hosted
orchest/orchest,jupyterlab
orchest/orchest,notebooks
orchest/orchest,docker
orchest/orchest,python
orchest/orchest,data-pipelines
orchest/orchest,orchest
orchest/orchest,deployment
orchest/orchest,kubernetes
orchest/orchest,airflow
orchest/orchest,dag
orchest/orchest,etl
orchest/orchest,etl-pipeline
pachyderm/pachyderm,go
pachyderm/pachyderm,pachyderm
pachyderm/pachyderm,docker
pachyderm/pachyderm,analytics
pachyderm/pachyderm,big-data
pachyderm/pachyderm,containers
pachyderm/pachyderm,distributed-systems
pachyderm/pachyderm,kubernetes
pachyderm/pachyderm,data-science
pachyderm/pachyderm,data-analysis
Parsl/parsl,hacktoberfest
pegasus-isi/pegasus,workflow
pegasus-isi/pegasus,workflow-management-system
pegasus-isi/pegasus,bioinformatics
pegasus-isi/pegasus,distributed-systems
pegasus-isi/pegasus,hpc
phpflo/phpflo,flow-based-programming
phpflo/phpflo,fbp
phpflo/phpflo,php
phpflo/phpflo,php7
phpflo/phpflo,noflo
phpflo/phpflo,graph
phpflo/phpflo,flow
pipelinedb/pipelinedb,realtime
pipelinedb/pipelinedb,stream-processing
pipelinedb/pipelinedb,analytics
pipelinedb/pipelinedb,sql
pipelinedb/pipelinedb,push
pipelinedb/pipelinedb,postgresql
pipelinedb/pipelinedb,pipelinedb
pipelinedb/pipelinedb,time-series
pipelinedb/pipelinedb,aggregation
polyaxon/polyaxon,deep-learning
polyaxon/polyaxon,machine-learning
polyaxon/polyaxon,artificial-intelligence
polyaxon/polyaxon,data-science
polyaxon/polyaxon,reinforcement-learning
polyaxon/polyaxon,kubernetes
polyaxon/polyaxon,tensorflow
polyaxon/polyaxon,pytorch
polyaxon/polyaxon,keras
polyaxon/polyaxon,mxnet
polyaxon/polyaxon,caffe
polyaxon/polyaxon,ml
polyaxon/polyaxon,k8s
polyaxon/polyaxon,jupyter
polyaxon/polyaxon,notebook
polyaxon/polyaxon,jupyterlab
polyaxon/polyaxon,pipelines
polyaxon/polyaxon,workflow
polyaxon/polyaxon,mlops
polyaxon/polyaxon,hyperparameter-optimization
getpopper/popper,reproducibility
getpopper/popper,cli
getpopper/popper,devops
getpopper/popper,sciops
getpopper/popper,containers
getpopper/popper,workflows
getpopper/popper,docker
getpopper/popper,singularity
getpopper/popper,podman
getpopper/popper,automation-engine
apache/predictionio,scala
apache/predictionio,big-data
apache/predictionio,predictionio
PrefectHQ/prefect,python
PrefectHQ/prefect,workflow
PrefectHQ/prefect,data-engineering
PrefectHQ/prefect,data-science
PrefectHQ/prefect,workflow-engine
PrefectHQ/prefect,prefect
PrefectHQ/prefect,infrastructure
PrefectHQ/prefect,ml-ops
PrefectHQ/prefect,data-ops
PrefectHQ/prefect,automation
PrefectHQ/prefect,orchestration
PrefectHQ/prefect,data
PrefectHQ/prefect,observability
PrefectHQ/prefect,pipeline
prestodb/presto,java
prestodb/presto,presto
prestodb/presto,hive
prestodb/presto,hadoop
prestodb/presto,big-data
prestodb/presto,sql
prestodb/presto,data
prestodb/presto,lakehouse
prestodb/presto,query
nipype/pydra,dataflow-engine
nipype/pydra,python3
nipype/pydra,brainweb
Illumina/pyflow,workflow
Illumina/pyflow,workflow-engine
Illumina/pyflow,task-runner
dropbox/PyHive,hive
dropbox/PyHive,python
dropbox/PyHive,hiveserver2
dropbox/PyHive,presto
dropbox/PyHive,dbapi
dropbox/PyHive,sqlalchemy
pyiron/pyiron,pyiron
pyiron/pyiron,python
pyiron/pyiron,molecular-dynamics
pyiron/pyiron,ab-initio
pyiron/pyiron,development-environment
pyiron/pyiron,simulation
pyiron/pyiron,ide
pyiron/pyiron,ase
pyiron/pyiron,hdf5
pyiron/pyiron,vasp
pyiron/pyiron,lammps
pyiron/pyiron,dft
pwwang/pipen,pipeline-framework
pwwang/pipen,pipeline
pwwang/pipen,jinja2
pwwang/pipen,dot
pwwang/pipen,workflow-engine
pwwang/pipen,workflow
pwwang/pipen,python
pypyr/pypyr,pipeline
pypyr/pypyr,pipeline-runner
pypyr/pypyr,pipeline-processor
pypyr/pypyr,pipelines-yaml
pypyr/pypyr,devops
pypyr/pypyr,task-runner
pypyr/pypyr,script
pypyr/pypyr,script-loader
pypyr/pypyr,taskrunner
pypyr/pypyr,automation
pypyr/pypyr,ci
pypyr/pypyr,cd
pypyr/pypyr,ci-cd
pypyr/pypyr,tool
pypyr/pypyr,task-manager
pypyr/pypyr,pipelines
pypyr/pypyr,continuous-deployment
pypyr/pypyr,continuous-integration
pypyr/pypyr,python
quiltdata/quilt,data
quiltdata/quilt,data-engineering
quiltdata/quilt,data-version-control
quiltdata/quilt,data-versioning
quiltdata/quilt,python
quiltdata/quilt,serialization
quiltdata/quilt,parquet
substantic/rain,pipelines
substantic/rain,distributed-computing
substantic/rain,python-api
substantic/rain,rust
substantic/rain,workflows
ray-project/ray,ray
ray-project/ray,distributed
ray-project/ray,parallel
ray-project/ray,machine-learning
ray-project/ray,reinforcement-learning
ray-project/ray,deep-learning
ray-project/ray,python
ray-project/ray,rllib
ray-project/ray,hyperparameter-search
ray-project/ray,optimization
ray-project/ray,data-science
ray-project/ray,automl
ray-project/ray,hyperparameter-optimization
ray-project/ray,model-selection
ray-project/ray,java
ray-project/ray,serving
ray-project/ray,deployment
ray-project/ray,pytorch
ray-project/ray,tensorflow
ray-project/ray,llm-serving
reanahub/reana,research-data
reanahub/reana,reproducible-research
reanahub/reana,reproducible-workflows
reanahub/reana,kubernetes
reanahub/reana,containers
reanahub/reana,cwl
reanahub/reana,reusable-science
insitro/redun,workflow-engine
insitro/redun,python
insitro/redun,aws
insitro/redun,bioinformatics
insitro/redun,data-engineering
insitro/redun,data-science
insitro/redun,docker
insitro/redun,gcp
grailbio/reflow,bioinformatics-pipeline
grailbio/reflow,scientific-computing
grailbio/reflow,language
grailbio/reflow,runtime
grailbio/reflow,data-science
grailbio/reflow,cloud-computing
grailbio/reflow,aws
grailbio/reflow,analysis-pipeline
grailbio/reflow,golang
faust-streaming/faust,asyncio
faust-streaming/faust,python-streaming
faust-streaming/faust,kafka
faust-streaming/faust,redis
faust-streaming/faust,distributed-systems
TheRoddyWMS/Roddy,workflow-management
TheRoddyWMS/Roddy,bioinformatics
TheRoddyWMS/Roddy,hpc-applications
TheRoddyWMS/Roddy,workflow-engine
TheRoddyWMS/Roddy,scientific-workflows
TheRoddyWMS/Roddy,pipeline
TheRoddyWMS/Roddy,pbs
TheRoddyWMS/Roddy,lsf
TheRoddyWMS/Roddy,grid-engine
TheRoddyWMS/Roddy,workflow
TheRoddyWMS/Roddy,roddy
tonyfischetti/sake,ansible
tonyfischetti/sake,automation
tonyfischetti/sake,make
tonyfischetti/sake,python
tonyfischetti/sake,documentation
tonyfischetti/sake,yaml
apache/samza,scala
apache/samza,big-data
apache/samza,samza
pdp10/sbpipe,pipeline
pdp10/sbpipe,modelling
pdp10/sbpipe,simulation
pdp10/sbpipe,parameter-estimation
pdp10/sbpipe,conda
warelab/sciapps,cyverse
warelab/sciapps,workflow
warelab/sciapps,agave
kaizhang/SciFlow,workflow-management
kaizhang/SciFlow,computational-pipelines
kaizhang/SciFlow,cloud-haskell
kaizhang/SciFlow,distributed-computing
pharmbio/sciluigi,workflow-engine
pharmbio/sciluigi,luigi
pharmbio/sciluigi,workflow
pharmbio/sciluigi,scientific-workflows
scipipe/scipipe,scientific-workflows
scipipe/scipipe,bioinformatics-pipeline
scipipe/scipipe,workflow
scipipe/scipipe,go
scipipe/scipipe,dataflow
scipipe/scipipe,pipeline
scipipe/scipipe,cheminformatics
scipipe/scipipe,bioinformatics
scipipe/scipipe,fbp
scipipe/scipipe,scipipe
scipipe/scipipe,workflow-engine
SeldonIO/seldon-core,kubernetes
SeldonIO/seldon-core,machine-learning
SeldonIO/seldon-core,deployment
SeldonIO/seldon-core,serving
SeldonIO/seldon-core,mlops
SeldonIO/seldon-core,aiops
SeldonIO/seldon-core,machine-learning-operations
SeldonIO/seldon-core,production-machine-learning
nlgranger/SeqTools,python
nlgranger/SeqTools,on-the-fly
nlgranger/SeqTools,lazy-evaluation
nlgranger/SeqTools,preprocessing
nlgranger/SeqTools,pipeline
nlgranger/SeqTools,delayedcall
nlgranger/SeqTools,machine-learning
nlgranger/SeqTools,mapping
nlgranger/SeqTools,library
SeqWare/seqware,bioinformatics
SeqWare/seqware,ngs
SeqWare/seqware,java
glotzerlab/signac,data
glotzerlab/signac,database
glotzerlab/signac,data-management
glotzerlab/signac,reproducibility
glotzerlab/signac,hacktoberfest
MG-RAST/Skyport2,cloud-computing
MG-RAST/Skyport2,multi-cloud
MG-RAST/Skyport2,shock
MG-RAST/Skyport2,mg-rast
MG-RAST/Skyport2,awe
snakemake/snakemake,snakemake
snakemake/snakemake,reproducibility
snakemake/snakemake,workflow-management
snorkel-team/snorkel,machine-learning
snorkel-team/snorkel,ai
snorkel-team/snorkel,weak-supervision
snorkel-team/snorkel,labeling
snorkel-team/snorkel,data-science
snorkel-team/snorkel,python
snorkel-team/snorkel,snorkel
snorkel-team/snorkel,training-data
snorkel-team/snorkel,data-augmentation
snorkel-team/snorkel,data-slicing
apache/spark,python
apache/spark,scala
apache/spark,r
apache/spark,java
apache/spark,big-data
apache/spark,jdbc
apache/spark,sql
apache/spark,spark
sartography/SpiffWorkflow,workflow
sartography/SpiffWorkflow,spiff-workflow
sartography/SpiffWorkflow,python
sartography/SpiffWorkflow,workflow-specification
sartography/SpiffWorkflow,bpmn
sartography/SpiffWorkflow,bpmn-engine
sartography/SpiffWorkflow,workflowpatterns
spring-cloud/spring-cloud-dataflow,microservices-architecture
spring-cloud/spring-cloud-dataflow,orchestration
spring-cloud/spring-cloud-dataflow,stream-processing
spring-cloud/spring-cloud-dataflow,batch-processing
spring-cloud/spring-cloud-dataflow,predictive-analytics
spring-cloud/spring-cloud-dataflow,cloud-native
spring-cloud/spring-cloud-dataflow,datapipelines
InformaticsMatters/squonk,rdkit
InformaticsMatters/squonk,gradle
InformaticsMatters/squonk,chemaxon
InformaticsMatters/squonk,docker
InformaticsMatters/squonk,openshift
InformaticsMatters/squonk,squonk
InformaticsMatters/squonk,java
minerva-ml/steppy,python
minerva-ml/steppy,pipeline
minerva-ml/steppy,data-science
minerva-ml/steppy,machine-learning
minerva-ml/steppy,deep-learning
minerva-ml/steppy,steps
minerva-ml/steppy,nlp
minerva-ml/steppy,reproducible-research
minerva-ml/steppy,reproducibility
minerva-ml/steppy,steppy
minerva-ml/steppy,steppy-library
minerva-ml/steppy,steppy-toolkit
minerva-ml/steppy,minimal-interface
minerva-ml/steppy,open-source
minerva-ml/steppy,image-processing
minerva-ml/steppy,python3
minerva-ml/steppy,python-library
ratt-ru/Stimela,pipelines
ratt-ru/Stimela,astronomical-algorithms
ratt-ru/Stimela,workflow-management
petehague/Stoa,python
petehague/Stoa,tornado
apache/storm,storm
apache/storm,java
apache/storm,big-data
alpha-unito/streamflow,workflows
apache/streampipes,iot
apache/streampipes,analytics
apache/streampipes,edge
apache/streampipes,stream-processing
apache/streampipes,iiot
apache/streampipes,self-service
brexhq/substation,aws
brexhq/substation,serverless
brexhq/substation,security
brexhq/substation,golang
brexhq/substation,data-engineering
brexhq/substation,observability
apache/systemds,systemds
apache/systemds,java
apache/systemds,dml
apache/systemds,python
ropensci/targets,reproducibility
ropensci/targets,high-performance-computing
ropensci/targets,r
ropensci/targets,data-science
ropensci/targets,pipeline
ropensci/targets,rstats
ropensci/targets,r-package
ropensci/targets,workflow
ropensci/targets,targets
ropensci/targets,reproducible-research
ropensci/targets,make
ropensci/targets,r-targetopia
ropensci/targets,peer-reviewed
go-task/task,go
go-task/task,make
go-task/task,makefile
go-task/task,task
go-task/task,task-runner
go-task/task,devops
go-task/task,build-tool
go-task/task,taskfile
tektoncd/pipeline,tekton
tektoncd/pipeline,pipeline
tektoncd/pipeline,kubernetes
tektoncd/pipeline,cdf
tektoncd/pipeline,hacktoberfest
temporalio/temporal,workflows
temporalio/temporal,workflow-engine
temporalio/temporal,workflow-automation
temporalio/temporal,workflow-management
temporalio/temporal,workflow-management-system
temporalio/temporal,distributed-systems
temporalio/temporal,golang
temporalio/temporal,service-bus
temporalio/temporal,service-fabric
temporalio/temporal,microservices-architecture
temporalio/temporal,microservice-framework
temporalio/temporal,microservice-orchestration
temporalio/temporal,cronjob-scheduler
temporalio/temporal,distributed-cron
temporalio/temporal,orchestrator
Texera/texera,declarative-ui
Texera/texera,nlp
Texera/texera,texera
Texera/texera,workflow
Texera/texera,data-analytics
Texera/texera,machine-learning
apache/tez,java
apache/tez,big-data
apache/tez,tez
apache/tez,apache
apache/tez,hadoop
4dn-dcic/tibanna,pipelines
4dn-dcic/tibanna,aws-step-function
4dn-dcic/tibanna,aws
4dn-dcic/tibanna,docker
4dn-dcic/tibanna,aws-lambda
4dn-dcic/tibanna,bioinformatics
4dn-dcic/tibanna,cwl
4dn-dcic/tibanna,wdl
4dn-dcic/tibanna,cwl-workflow
4dn-dcic/tibanna,wdl-workflow
4dn-dcic/tibanna,snakemake
4dn-dcic/tibanna,snakemake-workflow
4dn-dcic/tibanna,conda
DataBiosphere/toil,cwl
DataBiosphere/toil,python
DataBiosphere/toil,mesos
DataBiosphere/toil,slurm
DataBiosphere/toil,gridengine
DataBiosphere/toil,workflow
DataBiosphere/toil,pipeline
DataBiosphere/toil,aws
DataBiosphere/toil,common-workflow-language
DataBiosphere/toil,kubernetes
DataBiosphere/toil,wdl
EpistasisLab/tpot,machine-learning
EpistasisLab/tpot,python
EpistasisLab/tpot,data-science
EpistasisLab/tpot,automl
EpistasisLab/tpot,automation
EpistasisLab/tpot,scikit-learn
EpistasisLab/tpot,hyperparameter-optimization
EpistasisLab/tpot,model-selection
EpistasisLab/tpot,parameter-tuning
EpistasisLab/tpot,automated-machine-learning
EpistasisLab/tpot,random-forest
EpistasisLab/tpot,gradient-boosting
EpistasisLab/tpot,feature-engineering
EpistasisLab/tpot,aiml
EpistasisLab/tpot,alzheimer
EpistasisLab/tpot,alzheimers
EpistasisLab/tpot,nia
EpistasisLab/tpot,u01ag066833
EpistasisLab/tpot,ag066833
EpistasisLab/tpot,adsp
allegroai/clearml,version-control
allegroai/clearml,experiment-manager
allegroai/clearml,version
allegroai/clearml,control
allegroai/clearml,experiment
allegroai/clearml,deeplearning
allegroai/clearml,deep-learning
allegroai/clearml,machine-learning
allegroai/clearml,machinelearning
allegroai/clearml,ai
allegroai/clearml,trains
allegroai/clearml,trainsai
allegroai/clearml,clearml
allegroai/clearml,k8s
allegroai/clearml,devops
allegroai/clearml,mlops
triggerflow/triggerflow,serverless-framework
triggerflow/triggerflow,event-based-scheduler
triggerflow/triggerflow,functions-as-a-service
triggerflow/triggerflow,serverless
triggerflow/triggerflow,keda
triggerflow/triggerflow,knative
triggerflow/triggerflow,trigger
triggerflow/triggerflow,workflow
triggerflow/triggerflow,state-machines
triggerflow/triggerflow,serverless-workflows
triggerflow/triggerflow,orchestration
ugeneunipro/ugene,ugene
ugeneunipro/ugene,bioinformatics
ugeneunipro/ugene,ngs
ugeneunipro/ugene,dna
ugeneunipro/ugene,workflow
ugeneunipro/ugene,pipeline
ugeneunipro/ugene,science
ugeneunipro/ugene,cpp
ugeneunipro/ugene,qt5
ugeneunipro/ugene,sequencing
ugeneunipro/ugene,cross-platform
ugeneunipro/ugene,msa
VisTrails/VisTrails,reproducibility
VisTrails/VisTrails,python
VisTrails/VisTrails,visualization
VisTrails/VisTrails,vtk
VisTrails/VisTrails,versioning
VisTrails/VisTrails,workflow
VisTrails/VisTrails,provenance
VisTrails/VisTrails,reproducible-science
VisTrails/VisTrails,pipeline
VisTrails/VisTrails,job-submission
volcano-sh/volcano,batch-systems
volcano-sh/volcano,kubernetes
volcano-sh/volcano,golang
volcano-sh/volcano,hpc
volcano-sh/volcano,bigdata
volcano-sh/volcano,machine-learning
volcano-sh/volcano,gene
VowpalWabbit/vowpal_wabbit,c-plus-plus
VowpalWabbit/vowpal_wabbit,machine-learning
VowpalWabbit/vowpal_wabbit,online-learning
VowpalWabbit/vowpal_wabbit,contextual-bandits
VowpalWabbit/vowpal_wabbit,reinforcement-learning
VowpalWabbit/vowpal_wabbit,active-learning
VowpalWabbit/vowpal_wabbit,learning-to-search
VowpalWabbit/vowpal_wabbit,cpp
fjukstad/walrus,docker
fjukstad/walrus,pipeline
fjukstad/walrus,reproducibility
klugem/watchdog,bioinformatics-pipeline
klugem/watchdog,workflow-management-system
klugem/watchdog,bioinformatics
klugem/watchdog,rna-seq-analysis
klugem/watchdog,cluster-computing
klugem/watchdog,big-data-analytics
openwdl/wdl,wdl
openwdl/wdl,workflow
openwdl/wdl,cromwell
openwdl/wdl,bioinformatics
openwdl/wdl,reproducible-science
openwdl/wdl,reproducibility
openwdl/wdl,cloud
openwdl/wdl,openwdl
whylabs/whylogs,ai-pipelines
whylabs/whylogs,approximate-statistics
whylabs/whylogs,statistical-properties
whylabs/whylogs,data-quality
whylabs/whylogs,calculate-statistics
whylabs/whylogs,python
whylabs/whylogs,logging
whylabs/whylogs,mlops
whylabs/whylogs,dataops
whylabs/whylogs,ml-pipelines
whylabs/whylogs,data-pipeline
whylabs/whylogs,dataset
whylabs/whylogs,machine-learning
whylabs/whylogs,data-science
whylabs/whylogs,analytics
whylabs/whylogs,constraints
whylabs/whylogs,data-constraints
whylabs/whylogs,model-performance
candlecorp/wick,webassembly
candlecorp/wick,streaming
candlecorp/wick,component-based
candlecorp/wick,functional-reactive-programming
candlecorp/wick,modular-architecture
ChrisSuess/Project-Xbow,cloud-computing
ChrisSuess/Project-Xbow,aws
picanumber/yapp,cpp
picanumber/yapp,cpp20
picanumber/yapp,header-only
picanumber/yapp,multithreading
picanumber/yapp,parallel-processing
picanumber/yapp,pipeline
picanumber/yapp,template-metaprogramming
camunda/zeebe,microservices
camunda/zeebe,orchestration-framework
camunda/zeebe,workflow-engine
camunda/zeebe,java
camunda/zeebe,golang
camunda/zeebe,bpmn
camunda/zeebe,workflow
camunda/zeebe,grpc
camunda/zeebe,hacktoberfest
zenml-io/zenml,mlops
zenml-io/zenml,machine-learning
zenml-io/zenml,data-science
zenml-io/zenml,production-ready
zenml-io/zenml,devops-tools
zenml-io/zenml,zenml
zenml-io/zenml,pipelines
zenml-io/zenml,metadata-tracking
zenml-io/zenml,deep-learning
zenml-io/zenml,pytorch
zenml-io/zenml,tensorflow
zenml-io/zenml,ml
zenml-io/zenml,ai
zenml-io/zenml,automl
zenml-io/zenml,hacktobe
zenml-io/zenml,hacktoberfest
zenml-io/zenml,workflow
zincware/ZnFlow,computational-graphs
zincware/ZnFlow,directed-acyclic-graph
zincware/ZnFlow,networkx
zincware/ZnFlow,networkx-graph
zincware/ZnFlow,python
zincware/ZnFlow,python3
zincware/ZnFlow,workflow
